area,main_url,page_on,plce,title,community,position,tag,re_price,unit_price,housetype,housesize,direction,fitment
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,国际花都 精装两居 南北通透 中间层 采光好,国际花都 ,密云其它,VR看装修,218,24946,2室1厅 , 87.39 , 南 北 , 精装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,城建上河湾北区，前后无遮挡，纯南户型。,城建上河湾北区 ,密云镇,VR房源|房本满两年,185,24416,2室1厅 , 75.77 , 南 北 , 其他 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,南北通透格局，采光好，视野好，交通便利,保利花园A区 ,鼓楼街道,VR看装修|房本满五年,220,24399,3室1厅 , 90.17 , 南 北 , 精装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,密云 首创澜茵山三期 高楼层精装三居室,首创澜茵山三期 ,溪翁庄镇,VR看装修|房本满两年,176,17421,3室2厅 , 101.03 , 南 北 , 精装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,海怡庄园东区 纯南朝向 带储藏室精装修电梯房,海怡庄园东区 ,密云镇,VR看装修|房本满五年,180,20764,2室2厅 , 86.69 , 南 , 精装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,北京机床研究所家属楼世外桃源，环境清幽,北京机床研究所家属楼 ,溪翁庄镇,VR看装修|房本满五年,118,13483,3室1厅 , 87.52 , 南 北 , 简装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,龙湖长城源著2号院 洋房一居 户型方正,龙湖长城源著2号院 ,古北口镇,VR房源|房本满两年|随时看房,86,23427,1室0厅 , 36.71 , 西 , 精装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,龙湖长城源著2号院  普通住宅 70年大产权,龙湖长城源著2号院 ,古北口镇,VR房源|房本满两年,81,24794,1室0厅 , 32.67 , 西 , 简装 
密云,https://bj.lianjia.com/ershoufang/miyun/,2,北京,龙湖长城源著2号院 精装修 采光好 楼层好,龙湖长城源著2号院 ,古北口镇,VR房源|房本满两年|随时看房,88,22045,1室1厅 , 39.92 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,亦园 2室1厅 南 北,亦园 ,亦庄开发区其它,VR看装修|随时看房,639,71839,2室1厅 , 88.95 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,国融国际 1室1厅 西南,国融国际 ,亦庄,近地铁|VR房源|随时看房,180,38331,1室1厅 , 46.96 , 西南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,通泰国际公馆  中高楼层 无遮挡 采光好 精装修,通泰国际公馆 ,亦庄,房本满两年,525,59884,2室1厅 , 87.67 , 南 北 , 其他 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,南北通透，楼层好带电梯，全明格局，视野宽阔采光足。,金地格林小镇 ,亦庄,VR看装修|房本满五年,1140,72057,3室2厅 , 158.21 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,泰河园一里一区 带电梯南向高层1居室,泰河园一里一区 ,亦庄开发区其它,VR看装修|房本满两年|随时看房,330,54537,1室1厅 , 60.51 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,枫丹壹号精装修中高楼层边户南北通透四居,枫丹壹号 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,820,67641,4室1厅 , 121.23 , 西 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,国锐金嵿四居室，有电梯，一梯一户 把边户型,国锐金嵿 ,亦庄,近地铁|VR房源|房本满两年|随时看房,1760,63319,4室2厅 , 277.96 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,枫丹壹号二期 3+1户型 视野好 无遮挡 南北通透,枫丹壹号二期 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,790,69850,3室2厅 , 113.1 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,枫丹二期叠下别墅，西边户 满五唯一 采光好,枫丹壹号二期 ,亦庄开发区其它,VR房源|房本满五年|随时看房,1800,71147,4室2厅 , 253 , 西 南 北 , 毛坯 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,亦庄三居，边户，南北通透，满五年家庭在京唯一住房,上海沙龙 ,亦庄,VR看装修|房本满五年|随时看房,790,67597,3室2厅 , 116.87 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,林肯系列复式两房，10年新社区，看房方便,林肯公寓 ,亦庄,VR房源|房本满五年|随时看房,305,45347,2室1厅 , 67.26 , 东 西 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,中信悦海苑 南向两居室 大客厅户型,中信悦海苑 ,亦庄开发区其它,VR看装修|房本满五年,400,55425,2室1厅 , 72.17 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,亦园 3室2厅 南 北,亦园 ,亦庄开发区其它,VR看装修|房本满两年,830,73647,3室2厅 , 112.7 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,紫禁壹号院北院  精装叠下 业主诚意出售,紫禁壹号院北院 ,亦庄开发区其它,VR房源|房本满两年,2250,87447,4室2厅 , 257.3 , 北 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,满五唯一、南北通透、眼镜户型三居、中间层采光视野好,新康家园 ,亦庄,近地铁|VR看装修|房本满五年,808,52998,3室2厅 , 152.46 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,金地格林小镇 东西向复式户型  通风效果好,金地格林小镇 ,亦庄,VR房源|房本满五年,970,51892,4室2厅 , 186.93 , 东 西 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,金地格林小镇满五唯一南北通透三居有产权车位可打包卖,金地格林小镇 ,亦庄,VR看装修|房本满五年,1045,65231,3室2厅 , 160.2 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,贵园北里戊区 中间层南北两居室 满五年,贵园北里戊区 ,亦庄,近地铁|VR看装修|房本满五年|随时看房,349,59103,2室1厅 , 59.05 , 南 北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,小区品质高，环境舒适，人车分流，全明格局,林肯公园 ,亦庄,近地铁|VR看装修|房本满五年|随时看房,728,79321,2室2厅 , 91.78 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,中信新城东区三居！不临街！正对小区中部景观！,中信新城东区 ,亦庄开发区其它,VR看装修|房本满五年|随时看房,798,61305,3室2厅 , 130.17 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,东晶国际大一居，诚心出售，看房方便，户型好,东晶国际 ,亦庄,VR看装修|房本满两年|随时看房,449,60578,1室1厅 , 74.12 , 东 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,鹿鸣苑 ，满五唯一，高楼层，配套好，业主诚售,鹿鸣苑 ,亦庄,近地铁|VR看装修|房本满五年|随时看房,432,91584,1室1厅 , 47.17 , 东北 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,此房高楼层，前后不临街，南北通透两居室，房子满两年,通泰国际公馆 ,亦庄,VR看装修|房本满两年|随时看房,469,57617,2室1厅 , 81.4 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,博客雅居 正规一居，高楼层 ，视野好,博客雅居 ,亦庄,近地铁|VR房源|房本满五年|随时看房,330,55603,1室1厅 , 59.35 , 西南 , 简装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,高楼层 采光好 精装修 全南向 格局方正视野好,北京经开壹中心 ,亦庄,近地铁|VR看装修|房本满两年|随时看房,318,71735,1室0厅 , 44.33 , 南 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,梅园南北通透 精装两居 满五唯一 低层出入方便,梅园小区 ,亦庄,VR看装修|房本满五年,506,65894,2室2厅 , 76.79 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,南北通透，楼层好，视野宽阔，采光充足，带电梯。,金地格林小镇 ,亦庄,VR看装修|房本满五年,1100,69713,3室1厅 , 157.79 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,南海雅苑北区           两居室,南海雅苑北区 ,亦庄开发区其它,VR看装修|房本满五年,320,43075,2室1厅 , 74.29 , 西 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,枫丹壹号二期 高层边户 精装修 视野开阔,枫丹壹号二期 ,亦庄开发区其它,VR看装修|房本满五年,830,71251,3室2厅 , 116.49 , 南 北 , 精装 
亦庄开发区,https://bj.lianjia.com/ershoufang/yizhuangkaifaqu/,2,北京,听涛雅苑 南北通透三居 满五唯一 对应经开 诚意出售,听涛雅苑 ,亦庄,VR房源|房本满五年,748,61519,3室2厅 , 121.59 , 南 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,把边户型 东南西三面采光1998年钢混楼可以公积金,左家庄东里 ,国展,VR房源|房本满两年|随时看房,510,84452,2室1厅 , 60.39 , 东南 , 毛坯 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,望京新城、精装修、两卧室在客厅的两侧、产权清晰,望京新城 ,望京,近地铁|VR看装修|房本满五年|随时看房,666,73219,2室1厅 , 90.96 , 东南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,劲松三区  南北通透  中间层  不临街  近地铁,劲松三区 ,劲松,近地铁|VR房源|房本满五年|随时看房,390,63425,3室0厅 , 61.49 , 西南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,望京新城高层东南两居，看小区花园，满五年唯一商品房,望京新城 ,望京,近地铁|VR房源|房本满五年|随时看房,720,78492,2室1厅 , 91.73 , 东南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,丝竹园全明格局 钢混两居室 钢混带电梯 满五唯一,丝竹园小区 ,健翔桥,VR房源|房本满五年|随时看房,473,75187,2室1厅 , 62.91 , 东 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,紧挨着红领巾公园，南北通透非顶层，前后不临街无遮挡,八里庄北里小区 ,石佛营,VR看装修|房本满两年|随时看房,399,65005,2室1厅 , 61.38 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,劲松八区 3室1厅 东 西,劲松八区 ,劲松,VR房源|房本满五年|随时看房,420,60624,3室1厅 , 69.28 , 东 西 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,层高2.8米 朝南两居室 满五年唯一 看房方便 ！,安慧北里小区 ,亚运村,近地铁|VR房源|房本满五年|随时看房,410,74021,2室1厅 , 55.39 , 南 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,康静里小区、中间位置、低楼层、满五唯一、随时可看,康静里 ,东坝,VR看装修|房本满五年|随时看房,315,54311,2室1厅 , 58 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,经典小三居 高楼层 空房 随时可看,富力阳光美园 ,常营,近地铁|VR看装修|房本满五年|随时看房,490,54633,3室1厅 , 89.69 , 西北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,双惠小区 南北通透 3居 明客厅 近地铁 双桥万达商圈,双惠小区 ,双桥,近地铁|VR看装修|房本满五年|随时看房,507,51446,3室1厅 , 98.55 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,三环内 南向一室一厅 电梯直达  近地铁 随时可看,劲松南路 ,劲松,近地铁|VR看装修|房本满五年|随时看房,325,75267,1室1厅 , 43.18 , 南 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,农光东里 1室1厅 南,农光东里 ,劲松,近地铁|VR看装修|房本满五年|随时看房,350,69931,1室1厅 , 50.05 , 南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,乐成国际  南北通透 满五年唯一 看房有钥匙,乐成国际 ,双井,近地铁|VR看装修|房本满五年|随时看房,1575,110589,3室1厅 , 142.42 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,万科青青家园 4-5跃层 东边户  不临街 采光好,万科青青家园 ,豆各庄,VR房源|房本满五年|随时看房,660,40380,4室2厅 , 163.45 , 东 南 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,望京新城无遮挡2居，30万装修可贷款，看房随时,望京新城 ,望京,近地铁|VR看装修|房本满两年|随时看房,720,78458,2室1厅 , 91.77 , 西南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,世纪龙祥嘉园南北向大复式 看房方便,世纪龙祥嘉园 ,奥林匹克公园,VR房源|房本满五年|随时看房,830,53312,4室2厅 , 155.69 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,华展国际公寓 北三环马甸桥 70年产权 商品房小区,华展国际公寓 ,马甸,近地铁|VR房源|房本满五年|随时看房,1300,67663,3室1厅 , 192.13 , 西南 东北 , 毛坯 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,地铁口，精装，带电梯南北4居室,紫南家园 ,欢乐谷,近地铁|VR房源|房本满五年|随时看房,838,50693,4室2厅 , 165.31 , 南 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,朝阳公园 东风家园 东南三居室 满五年唯一,东风家园 ,朝阳公园,近地铁|VR看装修|房本满五年|随时看房,650,69870,3室1厅 , 93.03 , 东南 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,融科一期 安静不临街位置 景观好,融科橄榄城一期 ,望京,VR房源|房本满五年|随时看房,1490,112785,3室2厅 , 132.11 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,定福家园2号院 南北通透双卫户型 周边配套齐全,定福家园2号院 ,定福庄,近地铁|VR看装修|房本满五年|随时看房,595,49592,3室1厅 , 119.98 , 南 北 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,望京新城明厨明卫大3居格局方正看房随时,望京新城 ,望京,近地铁|VR看装修|房本满五年|随时看房,963,66593,3室2厅 , 144.61 , 南 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,全新管道、电梯，全明格局三居电梯房，带客厅,安贞西里 ,安贞,近地铁|VR看装修|房本满五年|随时看房,828,107227,3室1厅 , 77.22 , 南 西 北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,大西洋新城F区 南北通透4居 满五年唯一 精装 看房方便,大西洋新城F区 ,望京,近地铁|VR房源|房本满五年|随时看房,1860,101479,4室2厅 , 183.29 , 西南 东北 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,正南向一居 采光视野优秀 生活配套成熟  小区环境好,柳芳北里 ,国展,VR看装修|房本满两年|随时看房,368,84715,1室1厅 , 43.44 , 南 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,拂林园板楼户型，满五年唯一，全南三居室,拂林园 ,奥林匹克公园,近地铁|VR房源|房本满五年,980,72798,3室1厅 , 134.62 , 南 , 简装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,国美第一城3号院 西南直角两居 采光好  无遮挡,国美第一城3号院 ,朝青,VR看装修|房本满五年,668,76422,2室1厅 , 87.41 , 西南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,国美第一城2号院 2室2厅 南,国美第一城2号院 ,朝青,VR看装修|房本满五年,750,78272,2室2厅 , 95.82 , 南 , 精装 
朝阳,https://bj.lianjia.com/ershoufang/chaoyang/,2,北京,后现代城B区大复式70年住宅 观公园,后现代城B区 ,大望路,VR房源|房本满五年,1250,31539,6室1厅 , 396.34 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,诚售 地质大学南北向三居室 南向明厅 干湿分离卫生间,成府路20号院 ,五道口,VR房源|房本满五年|随时看房,1038,110426,3室1厅 , 94 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,新康园三期电梯两居室 满五唯一商品房 靠谱卖 中间层,新康园 ,西三旗,近地铁|VR房源|房本满五年|随时看房,506,55489,2室1厅 , 91.19 , 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,西直门红联村 2层 朝南一居室 全明格局 看房有钥匙,红联村 ,小西天,VR看装修|房本满五年|随时看房,435,100462,1室1厅 , 43.3 , 南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,双榆树西里 东南向 央产房 好楼层 看房有钥匙,双榆树西里 ,双榆树,近地铁|VR看装修|房本满五年|随时看房,735,123675,2室1厅 , 59.43 , 东南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,福美苑 满五唯一 采光好  精装修 有电梯 靠谱出售,福美苑 ,清河,VR看装修|房本满五年|随时看房,580,69788,2室1厅 , 83.11 , 南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,首师大东校区南北向两居室  出房少  环境好,首师大东校区 ,甘家口,近地铁|VR看装修|房本满五年|随时看房,685,112851,2室1厅 , 60.7 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,东南小区 南北通透户型 全明格局 随时可看,东南小区 ,中关村,近地铁|VR看装修|房本满五年|随时看房,880,141253,2室1厅 , 62.3 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,西直门红联村全明格局两居，满五年唯一楼层好,红联村 ,小西天,VR房源|房本满五年|随时看房,536,97455,2室1厅 , 55 , 南 北 , 毛坯 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,橙色年代 人车分流 商品房，有电梯，东南向两居室,橙色年代 ,六里桥,VR看装修|房本满五年|随时看房,760,80663,2室1厅 , 94.22 , 东南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,小南庄甲26号院新上低楼层一居室诚心出售,小南庄甲26号院 ,苏州桥,VR看装修|房本满五年|随时看房,598,142789,1室1厅 , 41.88 , 南 北 , 毛坯 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,西三环北路105号院 3室1厅 西 南,西三环北路105号院 ,定慧寺,近地铁|VR看装修|房本满五年|随时看房,1200,135288,3室1厅 , 88.7 , 西 南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,全明格局，南北两居室，无遮挡，不临街,金沟河3号院 ,五棵松,VR房源|房本满两年,469,78824,2室1厅 , 59.5 , 南 北 , 毛坯 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,金沟河2号院 满五唯一商品房 精装修 低楼层 采光好,金沟河2号院 ,五棵松,近地铁|VR看装修|房本满五年,460,88632,2室1厅 , 51.9 , 东南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,紫金庄园 1998年建成 高楼层无遮挡 东南两居 满五年,紫金庄园 ,苏州桥,VR房源|房本满五年,640,93966,2室1厅 , 68.11 , 东南 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,中关村东路中间层两居 南北通透 精装修 诚意售,中关村东路 ,双榆树,近地铁|VR房源|房本满五年,669,116348,2室1厅 , 57.5 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,安装宿舍 2室1厅 南 北,安装宿舍 ,定慧寺,近地铁|VR房源|房本满五年,515,90351,2室1厅 , 57 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,首师大东校区 大学家属院  带厅两居室 中间层不临街,首师大东校区 ,甘家口,近地铁|VR房源|房本满两年,588,109091,2室1厅 , 53.9 , 东 西 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,海淀产权 南北两居 满五唯一房改房 交通便利 诚心卖,建材城西二里 ,西三旗,VR房源|房本满五年,438,69524,2室1厅 , 63 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,白石桥三层南北通透正规三居，有小区户型方正,动物园宿舍 ,白石桥,近地铁|VR房源|房本满五年,693,100962,3室1厅 , 68.64 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,海淀南路，西南向两居室，，无遮挡，随时签约,海淀南路 ,苏州桥,近地铁|VR看装修|房本满五年,830,127301,2室1厅 , 65.2 , 南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,枫丹新上两居！花园中间位置，大区推荐，仅有契税！,枫丹丽舍 ,西三旗,VR看装修|房本满五年,848,78782,2室1厅 , 107.64 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,知春路03年社区 单价8.6万 高楼层 户型实用 随时看房,碧兴园 ,知春路,近地铁|VR房源|房本满两年,689,86018,1室1厅 , 80.1 , 西南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,紫竹院朝南两居带电梯 采光好 临地铁公交站 看房随时,紫竹院小区 ,紫竹桥,近地铁|VR房源|房本满五年,609,102182,2室1厅 , 59.6 , 南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,全明户型，品质社区，诚心出售，高层有电梯,车道沟10号院 ,紫竹桥,近地铁|VR看装修|房本满五年,916,116540,3室1厅 , 78.6 , 南 西南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,水科院小区东南向两居，带有电梯，满五唯一,水科院 ,军博,VR看装修|房本满五年,910,140650,2室1厅 , 64.7 , 东南 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,美丽西园  南北两居 带电梯  采光好,美丽西园 ,四季青,近地铁|VR看装修|房本满五年,705,87939,2室1厅 , 80.17 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,海淀 清河 清缘里中区 满五年唯一两居室 中间楼层,清缘里中区 ,清河,VR看装修|房本满五年,530,81053,2室1厅 , 65.39 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,白石桥南站地铁6/9号线，精装南北通透两居室明厨明卫,车公庄西路14号院 ,甘家口,近地铁|VR看装修|房本满五年,635,122587,2室1厅 , 51.8 , 南 北 , 精装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,新上 四季青昆玉河畔  颐慧佳园  05年社区 低密洋房,颐慧佳园A区 ,四季青,近地铁|VR看装修|房本满五年,1399,116642,2室2厅 , 119.94 , 南 北 , 简装 
海淀,https://bj.lianjia.com/ershoufang/haidian/,2,北京,独院管理 满五年唯一  南北通透 诚心出售 看房方便,八宝庄 ,定慧寺,近地铁|VR房源|房本满五年,640,83551,2室1厅 , 76.6 , 南 北 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,满五唯一大三居  南北通透  低楼层精装修,梧桐苑知秋园 ,上岸地铁,VR看装修|房本满五年|随时看房,508,42564,3室2厅 , 119.35 , 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,万科翡翠长安 开发商精装交付标准 小区人车分流管理,万科翡翠长安 ,上岸地铁,VR看装修|房本满两年|随时看房,798,56761,4室1厅 , 140.59 , 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,向阳楼 2室1厅 东 西,向阳楼 ,城子,VR看装修|房本满五年|随时看房,179.5,29818,2室1厅 , 60.2 , 东 西 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,惠泽家园 三室一厅 南北通透 全明格局 客厅落地飘窗,惠泽家园 ,门头沟其它,VR房源|房本满五年|随时看房,244,27646,3室1厅 , 88.26 , 东 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,惠通新苑 电梯房 交通方便 两居室,惠通新苑 ,门头沟其它,VR看装修|房本满两年|随时看房,166,22025,2室1厅 , 75.37 , 南 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,月季园两居  满五唯一  双卧朝南 明厨明卫,门头沟月季园 ,滨河西区,VR看装修|房本满五年|随时看房,178,30701,2室1厅 , 57.98 , 南 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,梧桐苑知秋园南向三居室   采光好 业主诚心出售,梧桐苑知秋园 ,上岸地铁,VR看装修|房本满五年|随时看房,379,42666,3室1厅 , 88.83 , 南 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,滨河霁月园小三居，满五年，采光充足,霁月园 ,滨河西区,VR看装修|房本满五年|随时看房,356,40213,3室1厅 , 88.53 , 东北 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,新桥大街39号院 一层有院落面积 产权有体现,新桥大街39号院 ,大峪,VR房源|房本满五年|随时看房,218,36165,2室1厅 , 60.28 , 南 北 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,丽景长安南北通透精装二居室 诚信出售 品质改善社区,丽景长安 ,冯村,VR看装修|房本满两年|随时看房,393,42853,2室1厅 , 91.71 , 南 北 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,花园洋房社区 三面采光 小区中间位置,西山艺境2号院 ,大峪,VR房源|房本满两年,626,43940,3室2厅 , 142.47 , 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,大峪南路    精装修     两居室,大峪南路 ,大峪,VR看装修|房本满五年|随时看房,162,33472,2室1厅 , 48.4 , 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,门头沟京汉铂寓  户型方正 南北通透,门头沟京汉铂寓 ,大峪,VR房源|房本满五年,445,42161,3室1厅 , 105.55 , 东 南 西 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,中门寺39号院 面积大 居住舒适,中门寺39号院 ,门头沟其它,VR房源|随时看房,215,23269,2室1厅 , 92.4 , 南 北 , 简装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,次顶层 三面采光 满五唯一 全明格局,永升嘉园 ,上岸地铁,VR看装修|随时看房,352,42906,2室1厅 , 82.04 , 南 北 , 精装 
门头沟,https://bj.lianjia.com/ershoufang/mentougou/,3,北京,西山艺境华墅 此房三面花园，视野开阔，配套设施完善,西山艺境华墅 ,大峪,VR房源|随时看房,1250,44778,5室2厅 , 279.16 , 南 北 , 精装 
